"","sample_id","site_id","updated_sample_type","fake_kelp_height","year","month","day","sampling_round","lab_round","lab_blistering","water_type","aquarium_salinity","paper_aquarium_day","aquarium_day","position_of_meristem","desmerestia","extraction_kit_brand","lab_or_field_sampled","pcr_cycles","pcr_position","N.conduct","mean.conduct","sd.conduct","N.temp","mean.temp","sd.temp","se.conduct","lci.conduct","uci.conduct","se.temp","lci.temp","uci.temp"
"water-f-10-2022-7-28","water-f-10-2022-7-28","f-10","water",NA,2022,7,28,15,8,"","lab",10,"day1","D-2",NA,"no","zymo","lab",35,"plate8-B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-f-10-2022-7-31","water-f-10-2022-7-31","f-10","water",NA,2022,7,31,15,8,"","lab",10,"day4","D-5",NA,"no","zymo","lab",35,"plate8-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fakekelp-high1-tb-2022-5-31","fakekelp-high1-tb-2022-5-31","tb","rock","high",2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-B4",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"meristem1-tb-2022-5-31","meristem1-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-C6",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"meristem2-tb-2022-5-31","meristem2-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-E3",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"meristem3-tb-2022-5-31","meristem3-tb-2022-5-31","tb","water",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-H9",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"meristem5-tb-2022-5-31","meristem5-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-A9",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"meristem6-tb-2022-5-31","meristem6-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-B9",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"rock1-tb-2022-5-31","rock1-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3F8",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"rock2-tb-2022-5-31","rock2-tb-2022-5-31","tb","rock",NA,2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-E9",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"water1-tb-2022-5-31","water1-tb-2022-5-31","tb","water",NA,2022,5,31,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-C12",3,16.57666667,0.280416357,3,15.2,0.264575131,0.161898459,16.29625031,16.85708302,0.152752523,14.90060505,15.49939495
"plate-3-well-12C_S211","plate-3-well-12C","tb","rock",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,16.62333333,0.1530795,3,14.03333333,0.251661148,0.088380491,16.47025383,16.77641283,0.145296631,13.74855194,14.31811473
"plate-3-well-2E_S229","plate-3-well-2E","tb","water",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,16.62333333,0.1530795,3,14.03333333,0.251661148,0.088380491,16.47025383,16.77641283,0.145296631,13.74855194,14.31811473
"plate-3-well-6F_S262","plate-3-well-6F","tb","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,16.62333333,0.1530795,3,14.03333333,0.251661148,0.088380491,16.47025383,16.77641283,0.145296631,13.74855194,14.31811473
"plate-3-well-9G_S287","plate-3-well-9G","tb","meristem",NA,2021,5,28,4,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,16.62333333,0.1530795,3,14.03333333,0.251661148,0.088380491,16.47025383,16.77641283,0.145296631,13.74855194,14.31811473
"fakekelp-high1-scp-2022-5-30","fakekelp-high1-scp-2022-5-30","scp","fake_kelp","high",2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-B10",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem1-scp-2022-5-30","meristem1-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-C1",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem2-scp-2022-5-30","meristem2-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate1-E9",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem3-scp-2022-5-30","meristem3-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-G1",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem4-scp-2022-5-30","meristem4-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate1-H10",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem5-scp-2022-5-30","meristem5-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-A-6",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"meristem6-scp-2022-5-30","meristem6-scp-2022-5-30","scp","meristem",NA,2022,5,30,11,4,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-B8",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"rock1-scp-2022-5-30","rock1-scp-2022-5-30","scp","rock",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-F7",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"water1-scp-2022-5-30","water1-scp-2022-5-30","scp","water",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-C9",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"water2-scp-2022-5-30","water2-scp-2022-5-30","scp","water",NA,2022,5,30,11,4,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3F5",3,16.73333333,0.117189306,3,13.53333333,0.152752523,0.067659277,16.61614403,16.85052264,0.08819171,13.36047758,13.70618909
"plate-1-well-10G_S7","plate-1-well-10G","lhp","rock",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,16.96333333,0.092376043,3,19.2,0,0.053333333,16.87095729,17.05570938,0,19.2,19.2
"plate-4-well-1G_S295","plate-4-well-1G","lhp","water",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,16.96333333,0.092376043,3,19.2,0,0.053333333,16.87095729,17.05570938,0,19.2,19.2
"plate-2-well-10C_S99","plate-2-well-10C","scp","meristem",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.03,0.585064099,3,19.16666667,0.152752523,0.337786915,16.4449359,17.6150641,0.08819171,18.99381091,19.33952242
"plate-2-well-3A_S137","plate-2-well-3A","scp","meristem",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.03,0.585064099,3,19.16666667,0.152752523,0.337786915,16.4449359,17.6150641,0.08819171,18.99381091,19.33952242
"plate-3-well-6C_S259","plate-3-well-6C","scp","rock",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.03,0.585064099,3,19.16666667,0.152752523,0.337786915,16.4449359,17.6150641,0.08819171,18.99381091,19.33952242
"plate-3-well-9H_S288","plate-3-well-9H","scp","water",NA,2021,7,8,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.03,0.585064099,3,19.16666667,0.152752523,0.337786915,16.4449359,17.6150641,0.08819171,18.99381091,19.33952242
"plate-1-well-6G_S71","plate-1-well-6G","lhp","rock",NA,2021,5,27,4,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.16333333,0.361432336,3,13.93333333,0.152752523,0.208673056,16.801901,17.52476567,0.08819171,13.76047758,14.10618909
"plate-1-well-7G_S79","plate-1-well-7G","lhp","rock",NA,2021,5,27,4,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.16333333,0.361432336,3,13.93333333,0.152752523,0.208673056,16.801901,17.52476567,0.08819171,13.76047758,14.10618909
"plate-3-well-10H_S200","plate-3-well-10H","lhp","meristem",NA,2021,5,27,4,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.16333333,0.361432336,3,13.93333333,0.152752523,0.208673056,16.801901,17.52476567,0.08819171,13.76047758,14.10618909
"plate-3-well-12D_S212","plate-3-well-12D","lhp","rock",NA,2021,5,27,4,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.16333333,0.361432336,3,13.93333333,0.152752523,0.208673056,16.801901,17.52476567,0.08819171,13.76047758,14.10618909
"meristem10-tb-2022-5-31","meristem10-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-F1",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"meristem11-tb-2022-5-31","meristem11-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-F9",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"meristem12-tb-2022-5-31","meristem12-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate2-G12",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"meristem7-tb-2022-5-31","meristem7-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",25,"plate2-D2",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"meristem8-tb-2022-5-31","meristem8-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-D11",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"meristem9-tb-2022-5-31","meristem9-tb-2022-5-31","tb","meristem",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-E10",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"water2-tb-2022-5-31","water2-tb-2022-5-31","tb","water",NA,2022,5,31,11,4,"","tidepool",NA,"",NA,"submerged","no","zymo","field",25,"plate4-B2",3,17.26,0.181934054,3,17.66666667,0.4163332,0.105039675,17.07806595,17.44193405,0.240370085,17.1955413,18.13779203
"plate-2-well-2H_S136","plate-2-well-2H","tb","rock",NA,2021,7,9,7,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.36333333,0.118462371,3,19.83333333,0.057735027,0.068394282,17.24487096,17.4817957,0.033333333,19.768,19.89866667
"plate-1-well-1B_S26","plate-1-well-1B","lhp","meristem",NA,2021,7,8,7,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.42666667,0.025166115,3,19.46666667,0.115470054,0.014529663,17.40150055,17.45183278,0.066666667,19.336,19.59733333
"plate-1-well-8G_S87","plate-1-well-8G","lhp","meristem",NA,2021,7,8,7,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.42666667,0.025166115,3,19.46666667,0.115470054,0.014529663,17.40150055,17.45183278,0.066666667,19.336,19.59733333
"plate-3-well-1H_S224","plate-3-well-1H","lhp","meristem",NA,2021,7,8,7,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.42666667,0.025166115,3,19.46666667,0.115470054,0.014529663,17.40150055,17.45183278,0.066666667,19.336,19.59733333
"plate-3-well-5C_S251","plate-3-well-5C","lhp","water",NA,2021,7,8,7,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.42666667,0.025166115,3,19.46666667,0.115470054,0.014529663,17.40150055,17.45183278,0.066666667,19.336,19.59733333
"plate-1-well-12A_S17","plate-1-well-12A","tb","water",NA,2021,5,28,4,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.57666667,0.126622799,3,16.86666667,0.152752523,0.073105707,17.45004387,17.70328947,0.08819171,16.69381091,17.03952242
"plate-1-well-3D_S44","plate-1-well-3D","tb","meristem",NA,2021,5,28,4,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.57666667,0.126622799,3,16.86666667,0.152752523,0.073105707,17.45004387,17.70328947,0.08819171,16.69381091,17.03952242
"plate-1-well-4H_S56","plate-1-well-4H","tb","meristem",NA,2021,5,28,4,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.57666667,0.126622799,3,16.86666667,0.152752523,0.073105707,17.45004387,17.70328947,0.08819171,16.69381091,17.03952242
"plate-1-well-8F_S86","plate-1-well-8F","tb","rock",NA,2021,5,28,4,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.57666667,0.126622799,3,16.86666667,0.152752523,0.073105707,17.45004387,17.70328947,0.08819171,16.69381091,17.03952242
"plate-1-well-9B_S90","plate-1-well-9B","tb","meristem",NA,2021,5,28,4,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,17.57666667,0.126622799,3,16.86666667,0.152752523,0.073105707,17.45004387,17.70328947,0.08819171,16.69381091,17.03952242
"plate-1-well-12D_S20","plate-1-well-12D","tb","water",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.66333333,0.240901086,3,17.23333333,0.2081666,0.139084307,17.42243225,17.90423442,0.120185043,16.99777065,17.46889602
"plate-1-well-9C_S91","plate-1-well-9C","tb","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,17.66333333,0.240901086,3,17.23333333,0.2081666,0.139084307,17.42243225,17.90423442,0.120185043,16.99777065,17.46889602
"plate-2-well-2B_S130","plate-2-well-2B","tb","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,17.66333333,0.240901086,3,17.23333333,0.2081666,0.139084307,17.42243225,17.90423442,0.120185043,16.99777065,17.46889602
"plate-2-well-8D_S180","plate-2-well-8D","tb","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,17.66333333,0.240901086,3,17.23333333,0.2081666,0.139084307,17.42243225,17.90423442,0.120185043,16.99777065,17.46889602
"plate-1-well-10C_S3","plate-1-well-10C","tb","water",NA,2021,7,9,7,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.91,0.476969601,3,21.46666667,0.37859389,0.275378527,17.4330304,18.3869696,0.218581284,21.03824735,21.89508598
"plate-2-well-12C_S115","plate-2-well-12C","tb","rock",NA,2021,7,9,7,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.91,0.476969601,3,21.46666667,0.37859389,0.275378527,17.4330304,18.3869696,0.218581284,21.03824735,21.89508598
"plate-2-well-6H_S168","plate-2-well-6H","tb","rock",NA,2021,7,9,7,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,17.91,0.476969601,3,21.46666667,0.37859389,0.275378527,17.4330304,18.3869696,0.218581284,21.03824735,21.89508598
"fakekelp-high1-scp-2022-6-13","fakekelp-high1-scp-2022-6-13","scp","fake_kelp","high",2022,6,13,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-C11",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"meristem1-scp-2022-6-13","meristem1-scp-2022-6-13","scp","meristem",NA,2022,6,13,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-C3",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"meristem2-scp-2022-6-13","meristem2-scp-2022-6-13","scp","meristem",NA,2022,6,13,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-E7",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"meristem4-scp-2022-6-13","meristem4-scp-2022-6-13","scp","meristem",NA,2022,6,13,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-H1",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"meristem5-scp-2022-6-13","meristem5-scp-2022-6-13","scp","meristem",NA,2022,6,13,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-H12",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"water2-scp-2022-6-13","water2-scp-2022-6-13","scp","water",NA,2022,6,13,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3G3",3,18,0,3,NA,NA,0,18,18,NA,NA,NA
"fakekelp-high1-scp-2022-7-13","fakekelp-high1-scp-2022-7-13","scp","fake_kelp","high",2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3D5",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"fakekelp-low2-scp-2022-7-13","fakekelp-low2-scp-2022-7-13","scp","fake_kelp","low",2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3D6",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem1-scp-2022-7-13","meristem1-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-B5",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem2-scp-2022-7-13","meristem2-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate4-B11",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem3-scp-2022-7-13","meristem3-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate2-D-5",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem4-scp-2022-7-13","meristem4-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3A2",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem5-scp-2022-7-13","meristem5-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3A8",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"meristem6-scp-2022-7-13","meristem6-scp-2022-7-13","scp","meristem",NA,2022,7,13,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3A12",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"rock1-scp-2022-7-13","rock1-scp-2022-7-13","scp","rock",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3E12",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"water1-scp-2022-7-13","water1-scp-2022-7-13","scp","water",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-C-7",3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"water2scp2022713","water2scp2022713","scp","water",NA,2022,7,13,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",NA,NA,3,18.07333333,0.211266025,3,17.96666667,0.057735027,0.121974496,17.86206731,18.28459936,0.033333333,17.90133333,18.032
"plate-1-well-11H_S16","plate-1-well-11H","lhp","rock",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,18.08333333,0.197315314,3,18.13333333,0.152752523,0.11392005,17.88601802,18.28064865,0.08819171,17.96047758,18.30618909
"plate-1-well-8D_S84","plate-1-well-8D","lhp","meristem",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,18.08333333,0.197315314,3,18.13333333,0.152752523,0.11392005,17.88601802,18.28064865,0.08819171,17.96047758,18.30618909
"plate-4-well-1H_S296","plate-4-well-1H","lhp","water",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,18.08333333,0.197315314,3,18.13333333,0.152752523,0.11392005,17.88601802,18.28064865,0.08819171,17.96047758,18.30618909
"plate-1-well-5E_S61","plate-1-well-5E","scp","meristem",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-1-well-7C_S75","plate-1-well-7C","scp","rock",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-2-well-5C_S155","plate-2-well-5C","scp","rock",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-3-well-10C_S195","plate-3-well-10C","scp","meristem",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-3-well-1G_S223","plate-3-well-1G","scp","water",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-3-well-4E_S245","plate-3-well-4E","scp","water",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-3-well-6D_S260","plate-3-well-6D","scp","meristem",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-3-well-7F_S270","plate-3-well-7F","scp","rock",NA,2021,5,13,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,6,18.19833333,0.38280108,6,15.75,0.38340579,0.156277886,17.81553225,18.58113441,0.156524758,15.44321147,16.05678853
"plate-2-well-12F_S118","plate-2-well-12F","tb","meristem",NA,2021,5,14,3,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,18.58,0.079372539,3,20.16666667,0.404145188,0.045825757,18.50062746,18.65937254,0.233333333,19.70933333,20.624
"plate-2-well-2C_S131","plate-2-well-2C","tb","meristem",NA,2021,5,14,3,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,18.58,0.079372539,3,20.16666667,0.404145188,0.045825757,18.50062746,18.65937254,0.233333333,19.70933333,20.624
"plate-3-well-10D_S196","plate-3-well-10D","tb","meristem",NA,2021,5,14,3,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,18.58,0.079372539,3,20.16666667,0.404145188,0.045825757,18.50062746,18.65937254,0.233333333,19.70933333,20.624
"plate-1-well-11E_S13","plate-1-well-11E","scp","meristem",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,18.77666667,0.090184995,3,18.46666667,0.057735027,0.052068331,18.68648167,18.86685166,0.033333333,18.40133333,18.532
"plate-1-well-2D_S36","plate-1-well-2D","scp","meristem",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,18.77666667,0.090184995,3,18.46666667,0.057735027,0.052068331,18.68648167,18.86685166,0.033333333,18.40133333,18.532
"plate-1-well-3E_S45","plate-1-well-3E","scp","meristem",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,18.77666667,0.090184995,3,18.46666667,0.057735027,0.052068331,18.68648167,18.86685166,0.033333333,18.40133333,18.532
"plate-1-well-5H_S64","plate-1-well-5H","scp","water",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,18.77666667,0.090184995,3,18.46666667,0.057735027,0.052068331,18.68648167,18.86685166,0.033333333,18.40133333,18.532
"plate-1-well-9D_S92","plate-1-well-9D","scp","meristem",NA,2021,6,23,6,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,18.77666667,0.090184995,3,18.46666667,0.057735027,0.052068331,18.68648167,18.86685166,0.033333333,18.40133333,18.532
