Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"G Jacobs, J Kjaer","Beat Candida through Diet: A Complete Dietary Programme for Suffers of Candidiasis",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=AcX3XQc-oqgC&oi=fnd&pg=PR4&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=z1_1IUE-PH&sig=K0IoeUbCfzV3s9cRe19dpYinm8M","https://scholar.google.com/scholar?cites=2418239775879384436&as_sdt=2005&sciodt=2007&hl=en",692,"2024-02-07 13:53:53","BOOK","","","",,,,,8,0.67,4,2,12,"Largely dismissed by the medical profession, the increasing incidence of candida-related health problems has been called'the silent epidemic'. All of us have the yeast organism …","","https://scholar.google.com/scholar?q=related:dM0Ch0NQjyEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
73,"ZMA Bundhoo","Coupling dark fermentation with biochemical or bioelectrochemical systems for enhanced bio-energy production: A review",2017,"International Journal of Hydrogen Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360319917336789","https://scholar.google.com/scholar?cites=5622408172799727656&as_sdt=2005&sciodt=2007&hl=en",693,"2024-02-07 13:53:53","","","","",,,,,73,10.43,73,1,7,"Dark fermentation (DF) is one of the most commonly studied techniques for bio-hydrogen production from biomass and waste materials. However, the relatively low H 2 yield has …","","https://scholar.google.com/scholar?q=related:KBj7wXHOBk4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"R Shakya","Biofuel Production from Hydrothermal Liquefaction of Algae and Its Subsequent Upgrading",2017,"","search.proquest.com","https://search.proquest.com/openview/64acbece3219634aa27ff702c9833146/1?pq-origsite=gscholar&cbl=18750&diss=y","",694,"2024-02-07 13:53:53","HTML","","","",,,,,0,0.00,0,1,7,"Algae are considered as a promising feedstock for biofuel production. The conversion of algae to biofuel was investigated in this study. The study was concentrated in two main areas: …","https://search.proquest.com/openview/64acbece3219634aa27ff702c9833146/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:KRd8gGrEtyMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
32,"HJ Wheeler","Manures and fertilizers: a text-book for college students and a work of reference for all interested in the scientific aspects of modern farming",1913,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=7-IMAAAAYAAJ&oi=fnd&pg=PA1&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=HVaY1m8SsC&sig=3ptJcxSzF7KjCj69m_aiqQ1XdS8","https://scholar.google.com/scholar?cites=12312468214232738743&as_sdt=2005&sciodt=2007&hl=en",695,"2024-02-07 13:53:53","BOOK","","","",,,,,32,0.29,32,1,111,"THE preparation of this volume was undertaken for the purpose of meeting a distinct lack in collegiate agricultural textbooks in the United States. It was hoped to prepare a book …","https://books.google.com/books?hl=en&lr=&id=7-IMAAAAYAAJ&oi=fnd&pg=PA1&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=HVaY1m8SsC&sig=3ptJcxSzF7KjCj69m_aiqQ1XdS8","https://scholar.google.com/scholar?q=related:t2uhSZus3qoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
18,"HC Shin, DH Ju, BS Jeon, O Choi, HW Kim, Y Um…","Analysis of the microbial community in an acidic hollow-fiber membrane biofilm reactor (Hf-MBfR) used for the biological conversion of carbon dioxide to …",2015,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0144999","https://scholar.google.com/scholar?cites=6506592166883878968&as_sdt=2005&sciodt=2007&hl=en",696,"2024-02-07 13:53:53","HTML","","","",,,,,18,2.00,3,7,9,"Hydrogenotrophic methanogens can use gaseous substrates, such as H 2 and CO 2 , in CH 4 production. H 2 gas is used to reduce CO 2 . We have successfully operated a hollow-fiber …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0144999","https://scholar.google.com/scholar?q=related:OOhzNRoPTFoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
1,"JP Shaffer","Endohyphal Bacteria of Tropical Plant-Associated Fungi: Diversity, Evolutionary Relationships, and Ecology",2017,"","search.proquest.com","https://search.proquest.com/openview/fe42ddc9372ee0a23fdd2f05dd346645/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=5064926724553020505&as_sdt=2005&sciodt=2007&hl=en",697,"2024-02-07 13:53:53","HTML","","","",,,,,1,0.14,1,1,7,"A growing understanding of complex biotic interactions clarified the importance of symbioses with respect to the ecology and evolution of life. In particular, knowledge of symbioses …","https://search.proquest.com/openview/fe42ddc9372ee0a23fdd2f05dd346645/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?q=related:WZRdVgU8SkYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"HC Beck","Bibliography Current World Literature",1997,"Current Opinion in Biotechnology","","","",698,"2024-02-07 13:53:53","CITATION","","","",,,,,0,0.00,0,1,27,"","","https://scholar.google.com/scholar?q=related:R8RceLOUV7oJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"I Sk","+ Sk, IIO2][P][ORG-N][NO,(8) Input by denitrification—Sk,[P][NO3 (O2](9) Loss via nitrification—Sk, IIO2][P][ORG-N][NO2)(10) Loss via denitrification£= ki! P.][NO2][O2] …",2013,"Advances in Microbial Ecology","books.google.com","https://books.google.com/books?hl=en&lr=&id=Qy_vBwAAQBAJ&oi=fnd&pg=PA174&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=NMrmIbJ6xO&sig=8yhbi-HZ1-acIaCPWV0O29rya-0","",699,"2024-02-07 13:53:53","","","","",,,,,0,0.00,0,1,11,"nitrite, nitrate, and N2 fixation. Organic nitrogen was a fixed portion of total organic matter: 10 moles of N atoms per mole of organic material. Appearance and disappearance of organic …","","https://scholar.google.com/scholar?q=related:FeUYCZUpj8kJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
5,"A Kaprakkaden, P Srivastava…","In vitro synthesis of 9, 10-dihydroxyhexadecanoic acid using recombinant Escherichia coli",2017,"Microbial Cell …","microbialcellfactories.biomedcentral …","https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-017-0696-7","https://scholar.google.com/scholar?cites=1145346165887914149&as_sdt=2005&sciodt=2007&hl=en",700,"2024-02-07 13:53:53","HTML","10.1186/s12934-017-0696-7","","",,,,,5,0.71,2,3,7,"Hydroxy fatty acids are widely used in food, chemical and cosmetic industries. A variety of dihydroxy fatty acids have been synthesized so far; however, no studies have been done on …","https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-017-0696-7","https://scholar.google.com/scholar?q=related:pdCaAkUW5Q8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
15,"F Ometto, A Karlsson, J Ejlertsson, AV Björn…","Anaerobic digestion: an engineered biological process",2019,"Substitute Natural Gas …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128155547000052","https://scholar.google.com/scholar?cites=5190365822778892582&as_sdt=2005&sciodt=2007&hl=en",701,"2024-02-07 13:53:53","","","","",,,,,15,3.00,3,5,5,"Anaerobic digestion (AD) is a biological process where a variety of microorganisms are the key factors for transforming complex organic structure into biogas, a mixture of methane, …","","https://scholar.google.com/scholar?q=related:JmEQUTfiB0gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"S Sujatha, R Bhat, P Chowdappa","Status of arecanut production systems in India",2017,"","CHAI","","",702,"2024-02-07 13:53:53","CITATION","","","",,,,,0,0.00,0,3,7,"","","https://scholar.google.com/scholar?q=related:r_TDAxKKkDQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
13,"D Agyei, S Pan, C Acquah, MK Danquah","Bioactivity profiling of peptides from food proteins",2017,"Soft chemistry and food …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128114124000035","https://scholar.google.com/scholar?cites=1687460526618627385&as_sdt=2005&sciodt=2007&hl=en",703,"2024-02-07 13:53:53","","","","",,,,,13,1.86,3,4,7,"As a result of their biological properties, bioactive peptides, namely, protein hydrolysates with biological properties, have captured the attention of many in recent years. These peptides …","https://www.researchgate.net/profile/Siumara-Alcantara/publication/319453179_Optimized_Polygalacturonase_Production_in_Reactor_Tray_Type_Study_of_Enzymatic_Extraction_and_Extract_Application/links/59b43a4aaca2728472d8b065/Optimized-Polygalacturonase-Production-in-Reactor-Tray-Type-Study-of-Enzymatic-Extraction-and-Extract-Application.pdf#page=74","https://scholar.google.com/scholar?q=related:Oc2YjWgQaxcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
1468,"Y Zheng, J Zhao, F Xu, Y Li","Pretreatment of lignocellulosic biomass for enhanced biogas production",2014,"Progress in energy and combustion science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360128514000021","https://scholar.google.com/scholar?cites=17362652807912197952&as_sdt=2005&sciodt=2007&hl=en",704,"2024-02-07 13:53:53","","","","",,,,,1468,146.80,367,4,10,"Lignocellulosic biomass is an abundant organic material that can be used for sustainable production of bioenergy and biofuels such as biogas (about 50–75% CH 4 and 25–50% CO 2 )…","","https://scholar.google.com/scholar?q=related:QI8LzryI9PAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
16,"JA Berges, M Mulholland","Enzymes and N cycling",2008,"Nitrogen in the marine environment","researchgate.net","https://www.researchgate.net/profile/John-Berges/publication/265425205_Enzymes_and_N_Cycling/links/54fdb2d10cf270426d12c9c9/Enzymes-and-N-Cycling.pdf","https://scholar.google.com/scholar?cites=11471980347412194171&as_sdt=2005&sciodt=2007&hl=en",705,"2024-02-07 13:53:53","PDF","","","",,,,,16,1.00,8,2,16,"1.1. Importance of enzyme-mediated reactions p0010 Enzyme-mediated reactions are responsible for most of the transformations of nitrogen (N) that occur in the marine environment, …","https://www.researchgate.net/profile/John-Berges/publication/265425205_Enzymes_and_N_Cycling/links/54fdb2d10cf270426d12c9c9/Enzymes-and-N-Cycling.pdf","https://scholar.google.com/scholar?q=related:eyPERVipNJ8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
417,"R Hatti-Kaul","Aqueous two-phase systems: methods and protocols",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=2-IdDlNmUDwC&oi=fnd&pg=PR12&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=hF8VF5aapA&sig=pZ3rTHIJDHhbxlpMCaRpoUqZwu8","https://scholar.google.com/scholar?cites=15826445029451146900&as_sdt=2005&sciodt=2007&hl=en",706,"2024-02-07 13:53:53","BOOK","","","",,,,,417,26.06,417,1,16,"A mixture of two polymers, or one polymer and a salt, in an aqueous medium separates into two phases: this phenomenon is useful in biotechn-ogy for product separations. Separation …","","https://scholar.google.com/scholar?q=related:lKau9ebTotsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
7,"AE LINKINS III","UPTAKE AND UTILIZATION OF GLUCOSE AND ACETATE BY A MARINE CHEMOORGANOTROPHIC DIATOM NITZSCHIA ALBA, CLONE LINK 001.",1973,"","search.proquest.com","https://search.proquest.com/openview/de33d3cc3901eab2b97b3f85a3ac09fb/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=10976397329084652185&as_sdt=2005&sciodt=2007&hl=en",707,"2024-02-07 13:53:53","BOOK","","","",,,,,7,0.14,7,1,51,"… Collections of the seaweeds Rhodymenia palmata, Laminaria saccharina, and Agarum agarum and the marine phane rogam, Zostera maritima, were made at Hodgskins Cove, …","https://search.proquest.com/openview/de33d3cc3901eab2b97b3f85a3ac09fb/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:mRqjITf_U5gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
240,"KH van Pée","Biosynthesis of halogenated metabolites by bacteria",1996,"Annual review of microbiology","annualreviews.org","https://www.annualreviews.org/doi/abs/10.1146/annurev.micro.50.1.375","https://scholar.google.com/scholar?cites=3703059689102742151&as_sdt=2005&sciodt=2007&hl=en",708,"2024-02-07 13:53:53","","10.1146/annurev.micro.50.1.375","","",,,,,240,8.57,240,1,28,"Halogenated metabolites, originally thought to be infrequent in nature, are actually nothing unusual at all, and are produced by many different organisms, including bacteria. Whereas …","https://www.annualreviews.org/doi/full/10.1146/annurev.micro.50.1.375","https://scholar.google.com/scholar?q=related:h5IJ5yrpYzMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
8,"MY Arani, B Hemati, A Zarei","The effect of using kombucha on blood antibody level and proventriculus and gizzard tissue cells in broiler chicks",2014,"DAMA International [Internet]","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=dd15a6b8b3657c9c1156937ce5c18b42ba8f45de","https://scholar.google.com/scholar?cites=7474126639672292116&as_sdt=2005&sciodt=2007&hl=en",709,"2024-02-07 13:53:53","PDF","","","",,,,,8,0.80,3,3,10,"To evaluate the effect of Kombucha and Kombucha with vitamin E-selenium 0.1% on blood metabolites, performance and morphology of some of the organs, of 140 baby broiler chicks’ …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=dd15a6b8b3657c9c1156937ce5c18b42ba8f45de","https://scholar.google.com/scholar?q=related:FHPzQ5RuuWcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
